filepath,theta,phi,turbidity,exposure,elevation,fov
D://360 google/dashcam_illumination/train/3L902PATqhLwVjdJcbG2-A_F.png,126.48820183353729,72.61707613003288,4.500000,0.033178,7.65,62.56
D://360 google/dashcam_illumination/train/3L902PATqhLwVjdJcbG2-A_B.png,-53.51179816646272,74.18707613003286,4.500000,0.033178,9.22,79.72
D://360 google/dashcam_illumination/train/3Lq7IJB3ZZRUq0A8cE4KSg_F.png,-60.728746304213786,47.646023383602724,3.500000,0.041766,2.13,92.62
D://360 google/dashcam_illumination/train/3Lq7IJB3ZZRUq0A8cE4KSg_B.png,119.27125369578621,48.86602338360272,3.500000,0.041766,3.35,83.58
D://360 google/dashcam_illumination/train/3m2RcSeaxBd6VB6Mm9HkEA_F.png,-118.90268500417126,49.73776634129771,3.500000,0.037453,5.1,83.45
D://360 google/dashcam_illumination/train/3m2RcSeaxBd6VB6Mm9HkEA_B.png,61.09731499582875,38.1677663412977,3.500000,0.037453,-6.47,75.75
D://360 google/dashcam_illumination/train/3MFjU3Iqn4OeVqah8NtH4Q_F.png,-39.13263253650489,57.49653121415678,4.500000,0.027272,-0.25,68.85
D://360 google/dashcam_illumination/train/3MFjU3Iqn4OeVqah8NtH4Q_B.png,140.8673674634951,53.46653121415677,4.500000,0.027272,-4.28,78.02
D://360 google/dashcam_illumination/train/3MgdAzQAl0mH5gJBhP1fcA_F.png,36.75038923930821,50.19152558929239,3.500000,0.040105,4.49,67.11
D://360 google/dashcam_illumination/train/3MgdAzQAl0mH5gJBhP1fcA_B.png,-143.2496107606918,48.2815255892924,3.500000,0.040105,2.58,68.98
D://360 google/dashcam_illumination/train/3naqrGiueFVoRSAlXlsBvw_F.png,-49.31604720997149,52.535709137751866,3.500000,0.039404,4.32,90.03
D://360 google/dashcam_illumination/train/3naqrGiueFVoRSAlXlsBvw_B.png,130.6839527900285,54.80570913775187,3.500000,0.039404,6.59,76.86
D://360 google/dashcam_illumination/train/3NfjZhGr1WmKPCH9HvV3xg_F.png,172.16868790037344,40.35230716488337,2.500000,0.053582,0.34,69.34
D://360 google/dashcam_illumination/train/3NfjZhGr1WmKPCH9HvV3xg_B.png,-7.83131209962656,33.912307164883366,2.500000,0.053582,-6.1,85.49
D://360 google/dashcam_illumination/train/3nyLCalLheK2CNvsiltlpw_F.png,31.659498545488148,32.718227766219876,3.000000,0.033067,-2.69,61.93
D://360 google/dashcam_illumination/train/3nyLCalLheK2CNvsiltlpw_B.png,-148.34050145451187,31.758227766219893,3.000000,0.033067,-3.65,69.77
D://360 google/dashcam_illumination/train/3o0_6K5iW51Vqi0GEWwmpg_F.png,142.40811808314223,54.143057041655545,4.000000,0.038228,-9.4,88.18
D://360 google/dashcam_illumination/train/3o0_6K5iW51Vqi0GEWwmpg_B.png,-37.59188191685782,64.23305704165556,4.000000,0.038228,0.69,85.51
D://360 google/dashcam_illumination/train/3oF_T9Rcbn3-A31AWYjf5A_F.png,138.70614301904587,71.69068009352692,4.500000,0.028795,-0.68,78.66
D://360 google/dashcam_illumination/train/3oF_T9Rcbn3-A31AWYjf5A_B.png,-41.293856980954146,82.12068009352689,4.500000,0.028795,9.75,83.51
D://360 google/dashcam_illumination/train/3OST435unPoHtA7yhKQy4Q_F.png,39.137408563341964,56.36460966862713,3.500000,0.047905,5.05,92.18
D://360 google/dashcam_illumination/train/3OST435unPoHtA7yhKQy4Q_B.png,-140.86259143665805,45.16460966862713,3.500000,0.047905,-6.15,94.56
D://360 google/dashcam_illumination/train/3pI5TAYpePDZyTM4t-tM1Q_F.png,88.32559081699274,64.75558268280581,4.000000,0.031948,-7.43,68.07
D://360 google/dashcam_illumination/train/3pI5TAYpePDZyTM4t-tM1Q_B.png,-91.67440918300727,63.6455826828058,4.000000,0.031948,-8.54,69.63
D://360 google/dashcam_illumination/train/3pkE_LE0CFIfyhHjXothrA_F.png,-144.01117492732536,51.50371346648407,4.500000,0.036060,-0.51,70.89
D://360 google/dashcam_illumination/train/3pkE_LE0CFIfyhHjXothrA_B.png,35.98882507267467,45.16371346648407,4.500000,0.036060,-6.85,92.3
D://360 google/dashcam_illumination/train/3po6hoWaH1YPdOc_jq8RMQ_F.png,-129.74216451353328,50.299420415235375,3.500000,0.041995,2.09,98.92
D://360 google/dashcam_illumination/train/3po6hoWaH1YPdOc_jq8RMQ_B.png,50.257835486466725,39.32942041523537,3.500000,0.041995,-8.88,77.03
D://360 google/dashcam_illumination/train/3PoxPXpLm4v9Nh4wCfGq-w_F.png,8.922245549655866,55.428908692317385,3.500000,0.031720,6.25,70.93
D://360 google/dashcam_illumination/train/3PoxPXpLm4v9Nh4wCfGq-w_B.png,-171.07775445034414,58.33890869231739,3.500000,0.031720,9.16,79.0
D://360 google/dashcam_illumination/train/3qFL0zTQlt4AbzRV2-JyQg_F.png,-110.29015286576436,60.65932377009231,4.000000,0.038789,4.45,88.78
D://360 google/dashcam_illumination/train/3qFL0zTQlt4AbzRV2-JyQg_B.png,69.70984713423566,54.099323770092326,4.000000,0.038789,-2.11,62.39
D://360 google/dashcam_illumination/train/3qR7h-GhhyaG0y380pakpA_F.png,-133.26126298493602,63.640692884092324,3.500000,0.048455,3.07,66.9
D://360 google/dashcam_illumination/train/3qR7h-GhhyaG0y380pakpA_B.png,46.73873701506398,65.60069288409231,3.500000,0.048455,5.03,78.54
D://360 google/dashcam_illumination/train/3qWBJYHaHMfZ1XM3N7WcJg_F.png,-118.6859251914921,65.74668137383684,4.500000,0.032861,-4.72,73.44
D://360 google/dashcam_illumination/train/3qWBJYHaHMfZ1XM3N7WcJg_B.png,61.3140748085079,69.91668137383678,4.500000,0.032861,-0.55,63.55
D://360 google/dashcam_illumination/train/3rM6-DtWP08vjc6M69K0Sw_F.png,-31.978700956492002,75.94902617464234,5.500000,0.024969,5.33,97.18
D://360 google/dashcam_illumination/train/3rM6-DtWP08vjc6M69K0Sw_B.png,148.021299043508,80.28902617464237,5.500000,0.024969,9.67,82.5
D://360 google/dashcam_illumination/train/3sAlaF3KPElg6mWwoUzohw_F.png,-1.0798123401478432,55.63132712335995,3.500000,0.044205,-3.79,94.87
D://360 google/dashcam_illumination/train/3sAlaF3KPElg6mWwoUzohw_B.png,178.9201876598522,54.341327123359946,3.500000,0.044205,-5.08,97.92
D://360 google/dashcam_illumination/train/3SiZvPpNtfIAZdT1sIOvlg_F.png,97.07744058818584,88.12029612206683,4.000000,0.029349,3.5,87.99
D://360 google/dashcam_illumination/train/3SiZvPpNtfIAZdT1sIOvlg_B.png,-82.9225594118142,86.44029612206701,4.000000,0.029349,1.82,90.65
D://360 google/dashcam_illumination/train/3SMcR6GQxgvykMitNKdqzg_F.png,59.447408898457496,79.81487663719848,4.000000,0.039471,0.43,97.11
D://360 google/dashcam_illumination/train/3SMcR6GQxgvykMitNKdqzg_B.png,-120.55259110154246,85.54487663719834,4.000000,0.039471,6.16,93.38
D://360 google/dashcam_illumination/train/3sNw0DfJRVoZuWENfhcK6A_F.png,-90.7389340491572,71.77495904575119,5.500000,0.024429,8.49,65.06
D://360 google/dashcam_illumination/train/3sNw0DfJRVoZuWENfhcK6A_B.png,89.2610659508428,60.03495904575115,5.500000,0.024429,-3.25,90.41
D://360 google/dashcam_illumination/train/3sPO_JCYTKVvteluYHZzQw_F.png,60.501918890596095,75.8439413023521,4.000000,0.029436,-2.64,85.36
D://360 google/dashcam_illumination/train/3sPO_JCYTKVvteluYHZzQw_B.png,-119.49808110940394,80.54394130235207,4.000000,0.029436,2.06,67.11
D://360 google/dashcam_illumination/train/3t43HnB9RmP-Fav2O30N1Q_F.png,-43.38837932232857,66.02314088485521,4.500000,0.034618,8.28,76.98
D://360 google/dashcam_illumination/train/3t43HnB9RmP-Fav2O30N1Q_B.png,136.61162067767143,61.67314088485523,4.500000,0.034618,3.93,91.46
D://360 google/dashcam_illumination/train/3TiC9C5L_fl0H_QAlbt_Ag_F.png,174.25328863335153,70.60675896182184,3.500000,0.047240,0.66,64.49
D://360 google/dashcam_illumination/train/3TiC9C5L_fl0H_QAlbt_Ag_B.png,-5.7467113666484755,75.66675896182188,3.500000,0.047240,5.72,68.64
D://360 google/dashcam_illumination/train/3TpB7ugHNY0YgJEDS51FXw_F.png,-39.507735078851184,49.81196907561782,3.500000,0.035933,-0.25,95.07
D://360 google/dashcam_illumination/train/3TpB7ugHNY0YgJEDS51FXw_B.png,140.49226492114883,44.181969075617815,3.500000,0.035933,-5.88,97.68
D://360 google/dashcam_illumination/train/3TRiGADNWSJr-WoasI8BJA_F.png,-150.35026551155443,41.878783065918206,3.500000,0.032434,-1.87,65.73
D://360 google/dashcam_illumination/train/3TRiGADNWSJr-WoasI8BJA_B.png,29.64973448844558,51.1187830659182,3.500000,0.032434,7.37,90.3
D://360 google/dashcam_illumination/train/3uQ5XR21Lbodfza7QS0I5w_F.png,-67.58689699577702,64.38511949748626,4.500000,0.030324,2.79,94.0
D://360 google/dashcam_illumination/train/3uQ5XR21Lbodfza7QS0I5w_B.png,112.41310300422298,53.175119497486236,4.500000,0.030324,-8.42,83.94
D://360 google/dashcam_illumination/train/3UtiG5p6y0zxe299s9-0BA_F.png,-8.787940944510838,45.7335458986833,3.000000,0.048786,-3.2,68.1
D://360 google/dashcam_illumination/train/3UtiG5p6y0zxe299s9-0BA_B.png,171.21205905548916,41.673545898683315,3.000000,0.048786,-7.26,93.79
D://360 google/dashcam_illumination/train/3VMoDSxK73rlI9pWCKxpHw_F.png,158.72804562423357,72.0641448962316,4.000000,0.040768,8.78,92.51
D://360 google/dashcam_illumination/train/3VMoDSxK73rlI9pWCKxpHw_B.png,-21.271954375766434,65.28414489623155,4.000000,0.040768,2.0,77.04
D://360 google/dashcam_illumination/train/3vrQs0ngBMew3jwwLtjGOw_F.png,2.1594009987265808,66.53886680626375,4.000000,0.033961,8.91,87.54
D://360 google/dashcam_illumination/train/3vrQs0ngBMew3jwwLtjGOw_B.png,-177.84059900127343,60.34886680626377,4.000000,0.033961,2.72,95.33
D://360 google/dashcam_illumination/train/3WN6KtjMDauzNvEsYg1iIw_F.png,162.33282541300247,77.30844946673021,3.500000,0.042205,6.19,89.07
D://360 google/dashcam_illumination/train/3WN6KtjMDauzNvEsYg1iIw_B.png,-17.667174586997557,68.92844946673017,3.500000,0.042205,-2.19,84.46
D://360 google/dashcam_illumination/train/3Woh9PCUTaUVGllS6-TqgA_F.png,-43.004683884645026,63.69556736111194,4.500000,0.037210,8.5,90.61
D://360 google/dashcam_illumination/train/3Woh9PCUTaUVGllS6-TqgA_B.png,136.995316115355,49.51556736111194,4.500000,0.037210,-5.68,69.9
D://360 google/dashcam_illumination/train/3wpJRfn2kDwV51JlAkT2eQ_F.png,-149.06799282432218,53.65620212538788,3.500000,0.035259,6.02,67.85
D://360 google/dashcam_illumination/train/3wpJRfn2kDwV51JlAkT2eQ_B.png,30.932007175677825,42.176202125387874,3.500000,0.035259,-5.46,95.73
D://360 google/dashcam_illumination/train/3wuBm3mbaFJYcFuwJx0eqA_F.png,-73.66353682995782,58.64515246433212,4.500000,0.031152,-3.76,93.99
D://360 google/dashcam_illumination/train/3wuBm3mbaFJYcFuwJx0eqA_B.png,106.33646317004218,69.67515246433213,4.500000,0.031152,7.27,89.42
D://360 google/dashcam_illumination/train/3x6_kULbsts8MdDa3fJ0Cw_F.png,-161.97840890981078,58.37312691466024,4.500000,0.031408,-2.57,73.33
D://360 google/dashcam_illumination/train/3x6_kULbsts8MdDa3fJ0Cw_B.png,18.021591090189236,61.78312691466026,4.500000,0.031408,0.84,68.33
D://360 google/dashcam_illumination/train/3XHnYiAPRXMHUuGDP2XGcA_F.png,-35.27415771481368,53.71484933961921,3.500000,0.047286,-8.65,78.3
D://360 google/dashcam_illumination/train/3XHnYiAPRXMHUuGDP2XGcA_B.png,144.7258422851863,70.65484933961923,3.500000,0.047286,8.29,68.78
D://360 google/dashcam_illumination/train/3X_8VPriw0qaYaXeHvLvMA_F.png,-78.88057748803371,60.31999971209363,3.500000,0.059848,6.77,98.23
D://360 google/dashcam_illumination/train/3X_8VPriw0qaYaXeHvLvMA_B.png,101.11942251196629,60.789999712093596,3.500000,0.059848,7.24,88.76
D://360 google/dashcam_illumination/train/3YDJyN9AaVoVyimGCqWcrw_F.png,-98.76669531717756,68.85862033560097,5.500000,0.034780,4.72,99.83
D://360 google/dashcam_illumination/train/3YDJyN9AaVoVyimGCqWcrw_B.png,81.23330468282244,68.75862033560098,5.500000,0.034780,4.62,65.98
D://360 google/dashcam_illumination/train/3yJ4MVKNl19TwI0aML-REQ_F.png,-160.83256521718855,56.85243706481959,3.500000,0.049397,6.36,77.58
D://360 google/dashcam_illumination/train/3yJ4MVKNl19TwI0aML-REQ_B.png,19.16743478281147,57.80243706481959,3.500000,0.049397,7.31,73.21
D://360 google/dashcam_illumination/train/3YL9NZA9tEfb_E4P6jxApg_F.png,14.806120142130004,56.36090210401466,3.500000,0.037040,3.84,98.12
D://360 google/dashcam_illumination/train/3YL9NZA9tEfb_E4P6jxApg_B.png,-165.19387985787003,57.39090210401469,3.500000,0.037040,4.87,93.43
D://360 google/dashcam_illumination/train/3zdaf44BRsfYoxYkX_Rk_A_F.png,-75.19721283469372,38.554647813384165,4.500000,0.024126,-5.32,88.83
D://360 google/dashcam_illumination/train/3zdaf44BRsfYoxYkX_Rk_A_B.png,104.80278716530628,40.49464781338417,4.500000,0.024126,-3.38,69.22
D://360 google/dashcam_illumination/train/3Zhq3n-pZaKBx0dUsxJUmg_F.png,-157.8218233905273,35.12455143287965,2.500000,0.057704,-4.57,70.42
D://360 google/dashcam_illumination/train/3Zhq3n-pZaKBx0dUsxJUmg_B.png,22.17817660947271,39.28455143287964,2.500000,0.057704,-0.41,96.07
D://360 google/dashcam_illumination/train/3ZKFL_95R8XpW_BVpp13SQ_F.png,67.10041316885386,63.67681121428914,4.000000,0.039472,1.6,76.78
D://360 google/dashcam_illumination/train/3ZKFL_95R8XpW_BVpp13SQ_B.png,-112.89958683114615,52.10681121428915,4.000000,0.039472,-9.97,96.19
D://360 google/dashcam_illumination/train/3ZUacjlzqTnGvJAmGLiJ3g_F.png,115.57775745352701,66.6411398751526,4.500000,0.029580,9.73,75.83
D://360 google/dashcam_illumination/train/3ZUacjlzqTnGvJAmGLiJ3g_B.png,-64.422242546473,50.68113987515259,4.500000,0.029580,-6.23,66.58
D://360 google/dashcam_illumination/train/3_8drVL_u6_G8nXgC9L_BA_F.png,19.000768690288638,63.39672893718652,3.500000,0.034626,1.0,76.97
D://360 google/dashcam_illumination/train/3_8drVL_u6_G8nXgC9L_BA_B.png,-160.99923130971138,54.716728937186524,3.500000,0.034626,-7.68,99.02
D://360 google/dashcam_illumination/train/3_BYzBoVQZiFZP_eFhOcyA_F.png,112.0162078762293,78.56154930363175,4.500000,0.030411,6.98,69.53
D://360 google/dashcam_illumination/train/3_BYzBoVQZiFZP_eFhOcyA_B.png,-67.9837921237707,80.84154930363177,4.500000,0.030411,9.26,70.17
D://360 google/dashcam_illumination/train/3_nAt0LHabM0Q51yofYJOQ_F.png,-138.63310936596136,74.83525251736002,4.000000,0.038254,-0.49,82.5
D://360 google/dashcam_illumination/train/3_nAt0LHabM0Q51yofYJOQ_B.png,41.366890634038654,72.97525251736,4.000000,0.038254,-2.35,87.97
D://360 google/dashcam_illumination/train/411OXR7cmsZA3MoGkeIDQg_F.png,-86.24133546894765,44.354704161538265,3.500000,0.041559,-8.72,61.79
D://360 google/dashcam_illumination/train/411OXR7cmsZA3MoGkeIDQg_B.png,93.75866453105235,57.56470416153825,3.500000,0.041559,4.49,94.25
D://360 google/dashcam_illumination/train/41bOIZpiz54cogiKYov8OQ_F.png,-24.412063139440736,31.80456946392594,2.500000,0.054982,-4.35,89.1
D://360 google/dashcam_illumination/train/41bOIZpiz54cogiKYov8OQ_B.png,155.58793686055927,29.17456946392594,2.500000,0.054982,-6.98,95.25
D://360 google/dashcam_illumination/train/41dxm_7l5aVWZX-EjGTGkg_F.png,-72.2273786753122,81.02651916825045,4.500000,0.027940,2.58,66.48
D://360 google/dashcam_illumination/train/41dxm_7l5aVWZX-EjGTGkg_B.png,107.77262132468782,78.18651916825053,4.500000,0.027940,-0.26,90.75
D://360 google/dashcam_illumination/train/41eX19_B41XLJFHx3c6BLg_F.png,17.22180930147651,69.23915880862414,3.500000,0.032505,6.84,73.95
D://360 google/dashcam_illumination/train/41eX19_B41XLJFHx3c6BLg_B.png,-162.77819069852353,55.60915880862414,3.500000,0.032505,-6.79,72.27
D://360 google/dashcam_illumination/train/42AO4f7UKVt5HjucGdhzDw_F.png,-164.8974444954582,51.49212096646304,3.000000,0.046915,9.76,93.32
D://360 google/dashcam_illumination/train/42AO4f7UKVt5HjucGdhzDw_B.png,15.102555504541824,45.59212096646302,3.000000,0.046915,3.86,83.57
D://360 google/dashcam_illumination/train/42xI7GhpZsx0ecJLWadswA_F.png,-139.23527289287193,43.07530861818678,2.500000,0.043886,-0.09,99.7
D://360 google/dashcam_illumination/train/42xI7GhpZsx0ecJLWadswA_B.png,40.76472710712805,50.28530861818679,2.500000,0.043886,7.12,98.02
D://360 google/dashcam_illumination/train/42ZJsr_QFdcq46KMsWxQqQ_F.png,71.68246710163511,76.30426853048057,4.000000,0.035960,8.53,76.22
D://360 google/dashcam_illumination/train/42ZJsr_QFdcq46KMsWxQqQ_B.png,-108.31753289836489,76.8242685304806,4.000000,0.035960,9.05,65.46
D://360 google/dashcam_illumination/train/43V01GKpbLgmWqxCSTXlfw_F.png,132.01681573449608,52.82904059314084,5.000000,0.026551,-8.88,90.13
D://360 google/dashcam_illumination/train/43V01GKpbLgmWqxCSTXlfw_B.png,-47.98318426550392,63.13904059314085,5.000000,0.026551,1.43,94.05
D://360 google/dashcam_illumination/train/44F2g4H9NrlHssIvEMSFHw_F.png,84.6424077116294,76.21187370627166,4.500000,0.030251,6.22,65.87
D://360 google/dashcam_illumination/train/44F2g4H9NrlHssIvEMSFHw_B.png,-95.35759228837061,69.1418737062717,4.500000,0.030251,-0.85,61.64
D://360 google/dashcam_illumination/train/44SvOSipb_aADaERVT19TQ_F.png,159.71560877235018,56.142187318632516,4.500000,0.031013,-6.71,98.97
D://360 google/dashcam_illumination/train/44SvOSipb_aADaERVT19TQ_B.png,-20.284391227649838,54.00218731863254,4.500000,0.031013,-8.85,61.49
D://360 google/dashcam_illumination/train/44zKiqo7n6osUWQwEG7SOQ_F.png,133.63432335469423,54.12781665626614,4.500000,0.032016,0.56,71.7
D://360 google/dashcam_illumination/train/44zKiqo7n6osUWQwEG7SOQ_B.png,-46.365676645305776,46.90781665626614,4.500000,0.032016,-6.66,80.61
D://360 google/dashcam_illumination/train/4696ZI3PLZfoNku9Ke-h0w_F.png,-50.185091590266055,39.74619071735195,3.500000,0.044962,1.49,94.17
D://360 google/dashcam_illumination/train/4696ZI3PLZfoNku9Ke-h0w_B.png,129.81490840973396,36.186190717351955,3.500000,0.044962,-2.07,92.95
D://360 google/dashcam_illumination/train/46T2yYEScUcuSfWdpWA21g_F.png,-31.174779808503924,67.77934681914932,4.500000,0.032083,-6.92,68.19
D://360 google/dashcam_illumination/train/46T2yYEScUcuSfWdpWA21g_B.png,148.82522019149607,65.22934681914936,4.500000,0.032083,-9.47,73.13
D://360 google/dashcam_illumination/train/472B1Jiem36gJqTOppRb3Q_F.png,30.92346014748498,43.406818625999186,3.500000,0.041696,-8.1,95.16
D://360 google/dashcam_illumination/train/472B1Jiem36gJqTOppRb3Q_B.png,-149.07653985251503,53.046818625999194,3.500000,0.041696,1.54,67.92
D://360 google/dashcam_illumination/train/48-TQ6eQKdCup5azBjKe7Q_F.png,-5.268275062875095,53.83985748683702,4.000000,0.031445,6.22,76.38
D://360 google/dashcam_illumination/train/48-TQ6eQKdCup5azBjKe7Q_B.png,174.73172493712494,39.019857486837026,4.000000,0.031445,-8.6,70.7
D://360 google/dashcam_illumination/train/48oKbntqOTG4UILBVRwBlA_F.png,165.97165222962116,68.71532620749399,4.000000,0.039907,5.14,97.57
D://360 google/dashcam_illumination/train/48oKbntqOTG4UILBVRwBlA_B.png,-14.028347770378879,63.10532620749399,4.000000,0.039907,-0.47,88.68
D://360 google/dashcam_illumination/train/48QkVHS750M3nRUqKhZuQQ_F.png,-45.746318130613275,48.152923527047314,4.500000,0.034112,-8.13,82.58
D://360 google/dashcam_illumination/train/48QkVHS750M3nRUqKhZuQQ_B.png,134.25368186938672,48.72292352704734,4.500000,0.034112,-7.56,84.28
D://360 google/dashcam_illumination/train/4aB5kd_6ww7vhglzrEcJnA_F.png,140.39972954496193,63.09753844753654,4.000000,0.038233,1.86,63.9
D://360 google/dashcam_illumination/train/4aB5kd_6ww7vhglzrEcJnA_B.png,-39.60027045503809,57.58753844753655,4.000000,0.038233,-3.65,85.78
D://360 google/dashcam_illumination/train/4atWnJNA9wqLJWdIHH_G5w_F.png,-76.7528687156946,61.11042620028922,3.500000,0.054891,7.56,61.56
D://360 google/dashcam_illumination/train/4atWnJNA9wqLJWdIHH_G5w_B.png,103.2471312843054,53.9104262002892,3.500000,0.054891,0.36,91.71
D://360 google/dashcam_illumination/train/4ayz8orJCZldOd0fYWnBKw_F.png,-43.15835466528739,56.79830207854345,3.500000,0.045954,4.95,93.97
D://360 google/dashcam_illumination/train/4ayz8orJCZldOd0fYWnBKw_B.png,136.8416453347126,54.08830207854344,3.500000,0.045954,2.24,85.84
D://360 google/dashcam_illumination/train/4bgyulKoYpkC1HFes_fCRw_F.png,-149.576581850055,77.00617326082622,4.500000,0.028342,-3.58,82.59
D://360 google/dashcam_illumination/train/4bgyulKoYpkC1HFes_fCRw_B.png,30.423418149945007,77.22617326082629,4.500000,0.028342,-3.36,73.27
D://360 google/dashcam_illumination/train/4Bp3N-u4jD061WIid1osZw_F.png,-147.38798865351117,36.74444971828833,3.500000,0.031539,-0.87,65.07
D://360 google/dashcam_illumination/train/4Bp3N-u4jD061WIid1osZw_B.png,32.61201134648884,37.82444971828834,3.500000,0.031539,0.21,60.51
D://360 google/dashcam_illumination/train/4BPYXFv_kLfEZ9LSp6XfdA_F.png,-92.36531843524249,53.6935423262185,4.000000,0.042134,6.39,76.78
D://360 google/dashcam_illumination/train/4BPYXFv_kLfEZ9LSp6XfdA_B.png,87.63468156475751,51.1135423262185,4.000000,0.042134,3.81,74.66
D://360 google/dashcam_illumination/train/4BrorxrdnVNouVxlNzBJPA_F.png,2.6215770896908586,46.96445778389867,2.500000,0.068755,2.03,81.16
D://360 google/dashcam_illumination/train/4BrorxrdnVNouVxlNzBJPA_B.png,-177.37842291030915,39.574457783898666,2.500000,0.068755,-5.36,72.39
D://360 google/dashcam_illumination/train/4C4LbSKD0RvuS_wuvfro2Q_F.png,-152.626358734116,58.031450114788676,4.000000,0.029950,-1.42,79.62
D://360 google/dashcam_illumination/train/4C4LbSKD0RvuS_wuvfro2Q_B.png,27.373641265884014,54.98145011478868,4.000000,0.029950,-4.47,79.84
D://360 google/dashcam_illumination/train/4CB92sehrL4Gt_a7-ve6hQ_F.png,-145.52459994482825,45.75288010821109,4.000000,0.031852,-7.29,94.84
D://360 google/dashcam_illumination/train/4CB92sehrL4Gt_a7-ve6hQ_B.png,34.47540005517176,44.49288010821108,4.000000,0.031852,-8.55,66.62
